RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Longitude,Latitude
226,,,21/10/2009,21/10/2009,D,21/10/2009,NBNSYS0000003840,Fagus sylvatica,G738761,173831,376176,OSI,100,,"Ballyloughan House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,var. heterophylla,Donegal,European Beech,Beeches,-8.38949028,52.83556323
227,,,20/10/2009,20/10/2009,D,20/10/2009,NBNSYS0000003840,Fagus sylvatica,C220210,222052,421004,OSI,100,,"Green House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,var. heterophylla,Donegal,European Beech,Beeches,-7.684317618,51.44191721
228,,,14/10/2009,14/10/2009,D,14/10/2009,NBNSYS0000003949,Fraxinus excelsior,M187637,118790,263776,OSI,100,,"Carraig Dun, Co. Mayo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,European Ash,Ashes,-9.229261608,53.61699291
229,,,31/08/2009,31/08/2009,D,31/08/2009,NBNSYS0000003949,Fraxinus excelsior,S123593,212364,159353,OSI,100,,"Ardfert House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
230,,,28/10/2009,28/10/2009,D,28/10/2009,NBNSYS0000003949,Fraxinus excelsior,M408547,140827,254754,OSI,100,,"St Benin's Well, Tuam, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Ash,Ashes,-8.893656112,53.5391037
231,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000003949,Fraxinus excelsior,S598770,259800,177027,OSI,100,,"Garrendenny, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,European Ash,Ashes,,
232,,,20/08/2009,20/08/2009,D,20/08/2009,NBNSYS0000003949,Fraxinus excelsior,S814889,281469,188980,OSI,100,,"Davidstown House, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Ash,Ashes,,
234,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000003949,Fraxinus excelsior,M863050,186308,205034,OSI,100,,"Portumna, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Ash,Ashes,-8.205240351,53.09570749
235,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000003949,Fraxinus excelsior,R520402,152004,140279,OSI,100,,"Islandmore, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,European Ash,Ashes,,
236,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003949,Fraxinus excelsior,G612189,161201,318976,OSI,100,,"Temple House, Co. Sligo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Sligo,European Ash,Ashes,-8.569743335,52.3208207
237,,,19/08/2009,19/08/2009,D,19/08/2009,NBNSYS0000003949,Fraxinus excelsior,N867110,286780,211043,OSI,100,,"Carnalway Lodge, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Ash,Ashes,-6.705088288,53.14275136
238,,,31/08/2009,31/08/2009,D,31/08/2009,NBNSYS0000003949,Fraxinus excelsior,R997429,199765,142914,OSI,100,,"Ballywalter House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
239,,,15/09/2009,15/09/2009,D,15/09/2009,NBNSYS0000003949,Fraxinus excelsior,S167212,216745,121232,OSI,100,,"Marlfield House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
240,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003949,Fraxinus excelsior,M807629,180717,262972,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,European Ash,Ashes,-8.292366617,53.61575772
241,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003949,Fraxinus excelsior,G692258,169242,325808,OSI,100,,"Markree Castle, Co. Sligo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Sligo,European Ash,Ashes,-8.453058299,52.38333279
242,,,27/07/2009,27/07/2009,D,27/07/2009,NBNSYS0000003949,Fraxinus excelsior,S443396,244338,139625,OSI,100,,"Ballytobin House, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Fallen,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,European Ash,Ashes,,
244,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003949,Fraxinus excelsior,R691793,169134,179317,OSI,100,,"Tinarana House, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,European Ash,Ashes,,
245,,,29/07/2009,29/07/2009,D,29/07/2009,NBNSYS0000003949,Fraxinus excelsior,N454717,245494,271775,OSI,100,,"Tromroe, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Ash,Ashes,-7.313474314,53.69320827
246,,,04/09/2009,04/09/2009,D,04/09/2009,NBNSYS0000003949,Fraxinus excelsior,N802413,280207,241383,OSI,100,,"Enfield, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Ash,Ashes,-6.794562367,53.41595647
247,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003949,Fraxinus excelsior,N101340,210178,234038,OSI,100,,"Ballynahown, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Ash,Ashes,-7.849052688,53.35635784
248,,,04/08/2009,04/08/2009,D,04/08/2009,NBNSYS0000003949,Fraxinus excelsior,S992672,299262,167236,OSI,100,,"Deerpark, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Ash,Ashes,,
249,,,19/08/2009,19/08/2009,D,19/08/2009,NBNSYS0000003949,Fraxinus excelsior,S857753,285785,175341,OSI,100,,"Coppenagh, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,European Ash,Ashes,,
250,,,31/08/2009,31/08/2009,D,31/08/2009,NBNSYS0000003949,Fraxinus excelsior,R932368,193215,136835,OSI,100,,"Ballyhurst, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
251,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000003949,Fraxinus excelsior,X045989,204566,98983,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,European Ash,Ashes,,
252,,,04/09/2009,04/09/2009,D,04/09/2009,NBNSYS0000003949,Fraxinus excelsior,N838491,283868,249119,OSI,100,,"Clonmahan House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Ash,Ashes,-6.738358362,53.48546234
253,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000003949,Fraxinus excelsior,W091660,109155,66051,OSI,100,,"St.Finbar's Oratory, Ballingeary, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,European Ash,Ashes,,
254,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000003949,Fraxinus excelsior,O012780,301293,278099,OSI,100,,"Mellifont Abbey, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Ash,Ashes,-6.466956582,53.74196995
255,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003949,Fraxinus excelsior,H084151,208483,315117,OSI,100,,"St Patricks Well, Aughnasheelan, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,,Not Recorded,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,European Ash,Ashes,-7.877631879,52.28797986
256,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003949,Fraxinus excelsior,S318367,231883,136782,OSI,100,,"Gurteen, Mullinahone, Co. Tipperary",Kate Crane,Kate Crane,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
257,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000003949,Fraxinus excelsior,R546430,154699,143034,OSI,100,,"Tober lachteen, Manister, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,European Ash,Ashes,,
258,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003949,Fraxinus excelsior,N277483,227760,248373,OSI,100,,"St Brigid's Well, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Ash,Ashes,-7.583481137,53.48421043
259,,,04/09/2009,04/09/2009,D,04/09/2009,NBNSYS0000003949,Fraxinus excelsior,N835424,283594,242468,OSI,100,,"Killeighter Graveyard, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Ash,Ashes,-6.744653384,53.42532613
260,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000003949,Fraxinus excelsior,R222844,122293,184451,OSI,100,,"St Flannan's Well, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,European Ash,Ashes,,
261,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000003949,Fraxinus excelsior,M462074,146287,207406,OSI,100,,"St Colman's Well, Gort, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Ash,Ashes,-8.804189691,53.11473518
262,,,26/08/2009,26/08/2009,D,26/08/2009,NBNSYS0000003949,Fraxinus excelsior,S418400,241847,140042,OSI,100,,"Coolaghmore, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Multi-stem,,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,European Ash,Ashes,,
263,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003949,Fraxinus excelsior,N172269,217209,226946,OSI,100,,"Leamonaghan, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,European Ash,Ashes,-7.742808216,53.29238199
264,,,31/08/2009,31/08/2009,D,31/08/2009,NBNSYS0000003949,Fraxinus excelsior,S167560,216774,156066,OSI,100,,"Lahardan, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
