RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,Longitude,Latitude
71,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003899,Arbutus unedo,G715336,171598,333609,OSI,100,,"Hazelwood Forest, Co. Sligo",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.436469353975056,54.25058209851888
72,,,29/09/2009,29/09/2009,D,29/09/2009,NBNSYS0000003899,Arbutus unedo,V919820,91927,82093,OSI,100,,"Tower Wood, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.573667892951116,51.98090676808191
73,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000003899,Arbutus unedo,V940859,94005,85925,OSI,100,,"Reenadinna Wood, Killarney National Park, Co. Kerr",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.544620075657676,52.015732670004304
74,,,25/10/2009,25/10/2009,D,25/10/2009,NHMSYS0001754374,Arbutus unedo x andrachne = A. x andrachnoides,O150372,315079,237200,OSI,100,,"National Botanic Gardens, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.271711816296682,53.372688612657434
75,,,11/10/2009,11/10/2009,D,11/10/2009,NHMSYS0001754374,Arbutus unedo x andrachne = A. x andrachnoides,O178328,317835,232892,OSI,100,,"Berkley Court Hotel, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.231927733574682,53.33339312092551
76,,,11/10/2009,11/10/2009,D,11/10/2009,NHMSYS0001754374,Arbutus unedo x andrachne = A. x andrachnoides,O183309,318328,230958,OSI,100,,"RTE  Studio, Donnybrook, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,50 - 100 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.2252524736268295,53.31591455500843
77,,,28/09/2009,28/09/2009,D,28/09/2009,NBNSYS0000003827,Betula pendula,O197261,319705,226129,OSI,100,,"Burton Hall Campus, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.206420409263696,53.27223781839421
78,,,21/10/2009,21/10/2009,D,21/10/2009,NBNSYS0000003827,Betula pendula,C114197,211442,419708,OSI,100,,"Well of Doon, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,Not known,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.821851071659273,55.024671340505776
79,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000003197,Buxus sempervirens,N056054,205613,205499,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Avenue,Multi-stem,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.9169389937802785,53.100338216212684
80,,,11/09/2009,11/09/2009,D,11/09/2009,NBNSYS0000042071,Calocedrus decurrens,H721416,272176,341626,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.891634335201815,54.31829770755134
81,,,07/08/2009,07/08/2009,D,07/08/2009,NBNSYS0000003838,Carpinus betulus,T281866,328183,186699,OSI,100,,Dunganstown Castle,Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.0951261754638235,52.91616320021812
82,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000003838,Carpinus betulus,M172754,117246,275479,OSI,100,,"Carra Castle, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.254365237997712,53.722568473759075
83,,,25/09/2009,25/09/2009,D,25/09/2009,NHMSYS0000456969,Castanea sativa,R604075,160484,107589,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.578918456917082,52.21912705733948
84,,,24/07/2009,24/07/2009,D,24/07/2009,NHMSYS0000456969,Castanea sativa,S726499,272657,149901,OSI,100,,"Borris House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Pollard,Dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.928519986132866,52.59592806323245
85,,,16/10/2009,16/10/2009,D,16/10/2009,NHMSYS0000456969,Castanea sativa,M933810,193365,281020,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Fallen dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.10138545531068,53.778869724494506
86,,,10/08/2009,10/08/2009,D,10/08/2009,NHMSYS0000456969,Castanea sativa,S334918,233423,191855,OSI,100,,"Westfield, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.5031865847176515,52.97673025509299
87,,,21/09/2009,21/09/2009,D,21/09/2009,NHMSYS0000456969,Castanea sativa,X105994,210543,99483,OSI,100,,"Cappoquin House, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.846712733200289,52.147598096302595
88,,,13/10/2009,13/10/2009,D,13/10/2009,NHMSYS0000456969,Castanea sativa,M746395,174635,239581,OSI,100,,"Clonbrock, Ballinasloe, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.382120670953151,53.40598857577853
89,,,26/10/2009,26/10/2009,D,26/10/2009,NHMSYS0000456969,Castanea sativa,N747783,274706,278345,OSI,100,,"Zephyr Lodge, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.868313983034437,53.74953323702862
90,,,10/08/2009,10/08/2009,D,10/08/2009,NHMSYS0000456969,Castanea sativa,S421854,242164,185488,OSI,100,,"Blackhills, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.373899376146326,52.9189070400128
91,,,01/09/2009,01/09/2009,D,01/09/2009,NHMSYS0000456969,Castanea sativa,O205166,320531,216673,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.197617478409153,53.187129383309966
92,,,18/09/2009,18/09/2009,D,18/09/2009,NHMSYS0000456969,Castanea sativa,R450615,145010,161503,OSI,100,,"Bunratty House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.814193855025122,52.70224130850884
93,,,14/08/2009,14/08/2009,D,14/08/2009,NHMSYS0000456969,Castanea sativa,T012702,301285,170213,OSI,100,,"Ballyraheen, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.499944764659975,52.773813648175036
94,,,11/08/2009,11/08/2009,D,11/08/2009,NHMSYS0000456969,Castanea sativa,T279965,327910,196511,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.095311715617926,53.00434600242316
95,,,23/07/2009,23/07/2009,D,23/07/2009,NHMSYS0000456969,Castanea sativa,S716628,271697,162875,OSI,100,,"Dunleckney Farm, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.939867111656637,52.712620396383606
96,,,04/08/2009,04/08/2009,D,04/08/2009,NHMSYS0000456969,Castanea sativa,T196776,319633,177669,OSI,100,,"Ballyarthur House, Co.Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.2254791647202135,52.83703112973577
97,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0000456969,Castanea sativa,R971156,197152,115652,OSI,100,,"Shanbally Castle, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.042469424559336,52.2929967663665
98,,,22/09/2009,22/09/2009,D,22/09/2009,NHMSYS0000456969,Castanea sativa,W898673,189871,67377,OSI,100,,"Castle Mary, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.147744635335577,51.859068060703464
99,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141733,156864,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.861843882361198,52.660217354667274
100,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141729,156850,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.861900516686463,52.66009113477009
101,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141742,156817,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.861702588869797,52.659796025503994
102,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000456969,Castanea sativa,N293659,229353,265963,OSI,100,,"Rockfield House, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.556925358665995,53.64281232947584
